text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,frame (Abbie and Dee),frame(Mo and Sam),agreement_column
"Dabei wollen wir auch Menschen mit Migrationshintergrund, Lesben und Schwule sowie Alleinerziehende stärker einbeziehen.","In doing so, we also want to include people with a migration background, lesbians and gays, and single parents to a greater extent.",705.0,,41113,2009,41113_2009_4343,705,cultural,cultural,1
Ausländische Fachkräfte gewinnen.,Attract foreign skilled workers.,602.2,,41521,2025,41521_2025_85172,602.2,economic,economic,1
"Für uns haben Reformen im Finanz- und im Bildungsbereich, bei der Inneren Sicherheit, dem Bevölkerungs- und Katstrophenschutz, der Migration und der Digitalisierung Priorität.","For us, reforms in the areas of finance and education, internal security, civil protection and disaster control, migration and digitalization have priority.",303,,41420,2025,41420_2025_42519,303,neutral,neutral,1
Die Ausländerarbeitslosigkeit hat sich in dieser Zeit massiv erhöht und liegt heute mit rund 20% doppelt so hoch wie in der Gesamtbevölkerung.,"Unemployment among foreigners has increased massively during this period and is now around 20%, twice as high as in the population as a whole.",705.0,,41521,2002,41521_2002_53588,705,economic,economic,1
Das europäische Polizeiamt (Europol) und die europäische Grenzschutzagentur (Frontex) wollen wir stärker bei der Terrorismusbekämpfung einbeziehen.,We want to involve the European Police Office (Europol) and the European Border Management Agency (Frontex) more closely in the fight against terrorism.,605.1,,41320,2017,41320_2017_10676,605.1,security,security,1
"Ausländische Eltern müssen alles dafür tun, dass ihre Kinder Anteil an den Lebens- und Arbeitschancen unseres Landes haben.",Foreign parents must do everything in their power to ensure that their children have a share in our country's opportunities for life and work.,705.0,,41521,2005,41521_2005_2827,705,cultural,cultural,1
"- Für Migrantinnen und Frauen und Mädchen mit Behinderung sind verbindliche Maßnahmen nötig, um Mehrfachdiskriminierung aufzuheben.","- For migrant women and women and girls with disabilities, binding measures are needed to eliminate multiple discrimination.",503.0,,41223,2013,41223_2013_95683,503,cultural,humanitarian,0
Zudem beseitigen wir rentenrechtliche Benachteiligungen bei Übersiedlern aus der DDR und Verfolgten des SED-Regimes.,"In addition, we will eliminate disadvantages under pension law for people who moved from the GDR and those persecuted by the SED regime.",503,,41521,2025,41521_2025_86637,503,economic,economic,1
"Menschen in Not helfen, Migration wirksam ordnen und steuern","Helping people in need, organizing and managing migration effectively",H,,41521,2021,41521_2021_14694,H,humanitarian,humanitarian,1
"Die AfD wird die immer laxeren Voraussetzungen zur Erlangung der deutschen Staatsangehörigkeit umkehren und stattdessen zu dem Rechtszustand zurückkehren, wie er bis 1990 bestanden hat, also dem Erwerb der deutschen Staatsangehörigkeit durch Geburt als Kind zumindest eines deutschen Elternteils sowie als Ermessensentscheidung im Interesse des Gemeinwesens.","The AfD will reverse the increasingly lax conditions for obtaining German citizenship and instead return to the legal situation that existed until 1990, i.e. the acquisition of German citizenship by birth as the child of at least one German parent and as a discretionary decision in the interests of the community.",608.2,,41953,2025,41953_2025_1319,608.2,security,security,1
Dublin-Rücküberstellungen ins zuständige EU-Ersteinreiseland scheitern meist an der Unwilligkeit dieser EU-Mitgliedstaaten.,Dublin returns to the responsible EU country of first entry usually fail due to the unwillingness of these EU member states.,601.2,,41953,2025,41953_2025_1208,601.2,security,security,1
"Die Verwerfungen in Europas direkter Nachbarschaft haben für uns unmittelbare Auswirkungen, nicht zuletzt durch die Migration Richtung Europa.","The upheavals in Europe's immediate neighborhood have immediate implications for us, not least through migration toward Europe.",107,,41320,2017,41320_2017_11636,107,security,security,1
"Wir ändern das Aufenthalts- und Asylrecht so, dass eine antisemitische Straftat auch zu einem Verlust des humanitären Schutzes in Deutschland und zur Abschiebung führt.",We are amending residence and asylum law so that an anti-Semitic offense also leads to a loss of humanitarian protection in Germany and deportation.,608.2,,41521,2025,41521_2025_86241,608.2,security,security,1
"Unser Ziel ist es, Barrieren abzubauen und Geflüchteten den Weg in ein selbstbestimmtes Leben zu ebnen.",Our aim is to break down barriers and pave the way for refugees to lead a self-determined life.,607.2,,41912,2025,41912_2025_24132,607.2,humanitarian,humanitarian,1
DIE LINKE fordert: Alle hier geborenen Kinder und Jugendlichen sollen ein Recht auf die deutsche Staatsbürgerschaft haben – ohne die Staatsbürgerschaft der Eltern ablehnen zu müssen.,DIE LINKE demands: All children and young people born here should have a right to German citizenship - without having to reject the citizenship of their parents.,607.0,,41223,2013,41223_2013_96850,607,cultural,humanitarian,1
"Einwanderer müssen zu deutschen Staatsbürgern werden können, ohne ihre Wurzeln und etwa Eigentum in ihrem Herkunftsland aufgeben zu müssen.","Immigrants must be able to become German citizens without having to give up their roots and property in their country of origin, for example.",607.2,,41420,2017,41420_2017_12744,607.2,cultural,cultural,1
Ombudsstellen für Flüchtlinge einrichten!,Establish ombudsman offices for refugees!,607.2,,41223,2017,41223_2017_80998,607.2,humanitarian,humanitarian,1
Fairer Schlüssel für die Verteilung von Flüchtlingen in Europa,Fair key for the distribution of refugees in Europe,H,,41420,2017,41420_2017_13395,H,neutral,neutral,1
die Abschaffung des einklagbaren Anspruchs auf Einbürgerung,abolishing the enforceable right to naturalization,608.1,,41953,2021,41953_2021_83714,608.1,cultural,cultural,1
Diese Maßnahme erhöht die Attraktivität des Standorts Deutschland für Spitzenforscher aus aller Welt weiter,This measure further increases Germany's attractiveness as a location for top researchers from all over the world,601.1,,41521,2017,41521_2017_65090,601.1,economic,economic,1
"Zuwanderer, die in schwerer Weise mit dem Gesetz in Konflikt kommen, müssen ausgewiesen und nötigenfalls abgeschoben werden.","Immigrants who come into serious conflict with the law must be expelled and, if necessary, deported.",605.1,,41730,2025,41730_2025_21920,605.1,security,security,1
"Es ist nicht hinnehmbar, dass die Kirchen unter Missbrauch des Kirchenasyls die Fristen für Abschiebungen in EU-Länder aushebeln.","It is unacceptable that the churches, abusing the church asylum, are undermining the deadlines for deportations to EU countries.",601.2,,41953,2021,41953_2021_83875,601.2,security,security,1
"Unter Fachleuten ist unstreitig, dass Deutschland auch in Zukunft im eigenen Interesse Zuwanderung braucht.",It is undisputed among experts that Germany will continue to need immigration in the future in its own interest.,607.0,,41420,2002,41420_2002_101154,607,economic,economic,1
"Auch wollen wir Flüchtlingen von Anfang an den Zugang zu Bildung, Gesundheitswesen, Integrationskursen, Spracherwerb und Kommunikationsmedien eröffnen.","We also want to give refugees access to education, healthcare, integration courses, language acquisition and communication media right from the start.",503.0,,41113,2013,41113_2013_34628,503,cultural,cultural,1
"Gezielte Zuwanderung ist dann ein Gewinn und eine Chance für unser Land, wenn sie von gelungener Integration begleitet ist - in unseren Arbeitsmarkt ebenso wie in unsere Gesellschaft.",Targeted immigration is an asset and an opportunity for our country if it is accompanied by successful integration - into our labor market as well as into our society.,608.2,,41521,2021,41521_2021_14697,608.2,cultural,economic,0
"Wir wollen, dass das Schengener Abkommen geschützt und umgesetzt wird.",We want the Schengen Agreement to be protected and implemented.,108,,41912,2025,41912_2025_23774,108,humanitarian,security,0
Wir Freie Demokraten wollen ein Einwanderungsrecht aus einem Guss in Form eines zusammenhängenden Einwanderungsgesetzbuches schaffen.,We Free Democrats want to create a one-stop immigration law in the form of a coherent immigration code.,602.2,,41420,2021,41420_2021_62477,602.2,humanitarian,humanitarian,1
Jede Abschiebung ist mit großen menschlichen Härten verbunden.,Every deportation is associated with great human hardship.,602.2,,41113,2021,41113_2021_93387,602.2,security,humanitarian,0
Für eine europäische und internationale Flucht- und Migrationspolitik130,For a European and international refugee and migration policy130,,,41113,2025,41113_2025_17320,,neutral,neutral,1
Wegfall des Asylrechts bei Falschangaben zur Identität im Asylverfahren,Abolition of the right to asylum in the event of false statements regarding identity in the asylum procedure,601.2,,41953,2025,41953_2025_1239,601.2,security,security,1
"Einwanderinnen und Einwanderer sollen möglichst schnell und möglichst gleichberechtigt am wirtschaftlichen, am kulturellen, am gesellschaftlichen und am politischen Leben teilhaben können.","Immigrants should be able to participate as quickly and as equally as possible in economic, cultural, social and political life.",607.2,,41113,2017,41113_2017_57997,607.2,cultural,economic,0
"In den letzten Jahren hat die Bundesregierung ohne außen- und sicherheitspolitisches Gesamtkonzept internationales Vertrauen verspielt und Deutschlands Ansehen in der Welt beschädigt - durch eine systematische Aushöhlung unserer Bündnisfähigkeit in der NATO, durch eine prinzipienlose Russland- und Chinapolitik, durch eine Visa-Politik, die deutsche Interessen verletzt und letztlich auf Kosten der Menschen geht.","In recent years, the German government has gambled away international trust and damaged Germany's standing in the world without an overall foreign and security policy concept - by systematically undermining our ability to form an alliance in NATO, by an unprincipled policy on Russia and China, by a visa policy that violates German interests and ultimately comes at the expense of the people.",305.0,,41521,2005,41521_2005_2875,305,security,security,1
"sowie die Grunderwerbssteuer für ausländische Käufer mit Hauptwohnsitz außerhalb der EU auf 20 % zu erhöhen, so wie in Österreich.",", and the land transfer tax for foreign buyers with a main residence outside the EU should be increased to 20%, as in Austria.",406,,41953,2025,41953_2025_371,406,economic,economic,1
Wir wollen Einbürgerungen erleichtern.,We want to make naturalizations easier.,607.2,,41113,2017,41113_2017_58013,607.2,cultural,cultural,1
Das Asylsystem soll weiter europäisiert und das Europäische Unterstützungsbüro für Asylfragen zu einer vollwertigen europäischen Asylagentur ausgebaut werden.,The asylum system is to be further Europeanized and the European Asylum Support Office is to be expanded into a fully-fledged European asylum agency.,108,,41320,2021,41320_2021_64453,108,neutral,neutral,1
